source concept,target concept,source concept keywords,target concept keywords,source context words,target context words,context,polarity,score
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",fruit;jasmine;perfumed;fruit,msm;liberal;retention;aspersions;buried,and have heard and seen it all which the msm have just ignored or obfuscated or buried a la the journolist and the typical liberal has the memory retention of a fruit flu no aspersions cast at the high performing fruit fly and think of as a dream year when whatever the o muttered was perfumed in jasmine and gold,POSITIVE,-9.615003099
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",schmucks,leader;obama;person;barack,barack obama is a horrible person for not taking time from being leader of the world s largest economy to listen to the ignorant blatherings of random schmucks shame on you mr president shame,NEUTRAL,-9.611398864
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",commercials;hollywood,obama;barack;campaign;election;obama;barack,as president of the united states barack obama wants us to know he killed osama bin laden the seals pfffffftttt nope barack obama did it if you don t believe him wait till the campaign commercials tell you don t believe them well just in time for the election hollywood will provide us with an in kind contribution of a propaganda film,POSITIVE,-9.610557405
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",seriously,ballot;voting,i seriously considered voting for perry as he s still on the ballot but decided to be a little more strategic,NEGATIVE,-9.610212155
animals,governance.plusnames,"episode,disney,characters,animated,episodes,mr,cartoon,voice,animation,comic","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",eats;eyed;big;puppy;dogs;hates,obama;obama,obama hates big oil he would single out oil if he could but portraying oil and gas as some sad eyed puppy is disingenuous even if obama eats dogs which he does,POSITIVE,-9.609585251
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",skipping;shock,democratic;incumbents;independent;voters,shock some democratic incumbents in need of independent voters are skipping the dnc,POSITIVE,-9.609034876
war,governance.plusnames,"mm,gun,weapons,tank,missile,guns,weapon,rifle,fire,range","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",tank,charles,seaweed in your gas tank charles krauthammer,NEUTRAL,-9.609001596
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",crowed,trumka;cio;richard;appointment,upon announcing the appointment afl cio boss richard trumka crowed about becker via the hill,NEUTRAL,-9.607932415
war,governance.plusnames,"police,prison,crime,murder,trial,killed,evidence,arrested,criminal,security","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",bail,endorse;obamas;democrats;convention,http www humanevents com more democrats bail on obamas convention and to endorse him,NEUTRAL,-9.60784563
body,governance.plusnames,"blood,disease,treatment,patients,syndrome,drug,symptoms,cause,cancer,effects","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",contraceptive,rfra;violated;requirement;freedom;federal;restoration;claim;opponents,opponents also claim that a federal law the religious freedom restoration act rfra is violated by the contraceptive coverage requirement yet the,NEUTRAL,-9.607840327
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",ground;toe;toe,amendment;bloomberg;mayor;bloomberg;debate,don t miss blackwell vs bloomberg a second amendment rumble read more about ken s perspective on the stand your ground debate as he goes toe to toe with new york city mayor michael bloomberg join the conversation by logging on to huffington post here,POSITIVE,-9.607094348
health,governance.plusnames,"health,medical,hospital,sex,child,care,sexual,gay,marriage,medicine","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",care;health,scotusblog,new media for scotusblog one goal beat everybody and news of health care ruling,POSITIVE,-9.606560479
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",waxed;turns;allow,dems;obama;challenger;voters;obama;undecided;romney,but by all means allow dems to think obama is right there when it turns out that romney is actually leading by points and undecided voters to for the challenger as is nearly always the case obama will get waxed in a landslide,POSITIVE,-9.606393563
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",inheirited,reagan;unemployment,reagan inheirited an unemployment rate near,NEUTRAL,-9.605507885
liquid,governance.plusnames,"mountain,km,mountains,forest,valley,mount,antarctic,range,ice,sea","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",mountain,endorsements;congressional;candidate,mountain party candidate jesse johnson earns endorsements from legendary congressional mavericks,NEUTRAL,-9.605372586
electricity,governance.plusnames,"signal,frequency,systems,voltage,camera,digital,electric,electrical,wave,sound","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",pulse,democrats;liberals;moderates;opinion;voter;poll;majorities;independents;poll;conservatives;republicans;mandatory,but a new national poll conducted by pulse opinion research that the left oriented media to be gibberish the poll revealed that wide spread majorities of virtually every type of american voter mandatory e verify it also acknowledged that the political core of independents and moderates is about as delighted with national e verify as republicans and conservatives tea party reacting to this survey even democrats and liberals are not poles apart on this issue,NEUTRAL,-9.604254346
war,governance.plusnames,"police,prison,crime,murder,trial,killed,evidence,arrested,criminal,security","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",told;massacre,election,expect to be told about the mountain meadow massacre before this election is over,POSITIVE,-9.602310724
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",dumb;movie;viewers;buffoon;fox;viewers;faux;cast,poll;retain;republicans,its obvious they never read but most likely saw the movie and suffer from crs can t remember shi z even worse the buffoon while well meaning and not wanting more troops to die has just exposed himself to being as dumb as he considers most republicans bear in mind a pew research poll exposed that fox news viewers learn and retain more than msdnc viewers so we should expect the same of the faux msdnc cast of actors,POSITIVE,-9.602043714
pathways,governance.plusnames,"highway,jersey,avenue,ny,px,interstate,washington,accessed,traffic,sr","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",grenell;grenell,candidate;richard;conservatives;exercised;judgment;romney;conservatives,richard grenell is a pompous jerk who deleted more than tweets to take a job the romney camp probably should have exercised better judgment up front the fact that grenell and rubin want to use this opportunity to bash social conservatives and push the narrative that the candidate they is being held hostage by social conservatives says more about them than social conservatives,POSITIVE,-9.600968942
